set_num,rrp,current_value,growth,annual_growth
1092-1,257.85,241.3,,
10921-1,39.99,,,
10922-1,39.99,,,
10924-1,39.99,,,
10925-1,19.99,,,
10926-1,19.99,,,
10927-1,13.99,,,
10928-1,49.99,,,
10929-1,79.99,,,
10930-1,13.99,,,
10931-1,24.99,,,
10932-1,80.99,,,
10933-1,179.99,,,
10934-1,79.99,,,
10937-1,209.99,292.23,0.353,0.057999999999999996
1094-1,5.39,323.16,58.995,0.136
10941-1,39.99,,,
10943-1,139.99,,,
1095-1,4.04,28.55,6.074,0.098
10953-1,13.99,,,
10955-1,24.99,,,
10957-1,13.99,,,
10958-1,79.99,,,
1096-1,3.36,9.63,1.8630000000000002,0.028999999999999998
1097-1,2.69,26.99,9.045,0.066
1098-1,3.36,17.12,4.092,0.081
1099-1,2.69,44.64,15.618,0.133
1-1,10.13,828.62,80.839,0.14300000000000002
1-10,,,,
1100-1,22.94,56.34,1.456,0.069
11001-1,13.99,,,
11002-1,24.99,,,
11003-1,39.99,,,
11004-1,39.99,,,
11005-1,49.99,53.99,,
11006-1,6.99,,,
11007-1,6.99,,,
11008-1,24.99,,,
11009-1,39.99,,,
110-1,,150.43,,
11010-1,9.99,,,
1101-1,7.63,16.19,1.122,0.062
11011-1,79.99,,,
11013-1,39.99,,,
11016-1,69.99,,,
1102-1,1.28,3.0,1.337,0.025
1103-1,17.54,24.73,0.41,
1104-1,,24.8,,
1105-1,,2.51,,
1106-1,20.24,169.48,7.375,0.075
1106-2,33.74,169.48,4.024,0.08900000000000001
1107-1,8.09,,,
1108-1,8.09,12.02,0.486,
1109-1,139.99,,,
1-11,6.74,15.13,1.246,0.044000000000000004
1110-1,2.69,10.88,3.05,0.064
111-1,,,,
1111-1,4.04,29.92,6.4110000000000005,0.051
111-2,,261.16,,
1112-1,19.99,,,
1113-1,,14.84,,
1114-1,,28.24,,
1115-1,1.28,7.82,5.095,0.102
1116-1,17.99,30.89,0.526,0.086
1118-1,69.99,,,
111901-1,,9.79,,0.134
111902-1,,8.13,,0.203
111903-1,,7.07,,0.048
111904-1,,8.22,,0.218
1119-1,4.04,32.97,7.167000000000001,0.027000000000000003
1-12,13.49,133.52,8.9,0.14400000000000002
11-2,,188.91,,
112005-1,,9.75,,0.032
112006-1,,9.11,,0.032
112007-1,,8.68,,0.102
112008-1,,11.96,,0.07200000000000001
1120-1,,56.42,,
112-1,,147.31,,
1121-1,17.54,27.47,0.5670000000000001,0.011000000000000001
112-2,,652.63,,
1122-1,,7.98,,
112-3,,,,
1123-1,5.06,24.29,3.7969999999999997,0.04
1124-1,4.04,8.72,1.161,0.018000000000000002
1125-1,4.04,32.33,7.01,0.053
1126-1,,3.17,,
1127-1,,13.18,,0.081
1128-1,2.69,17.64,5.568,0.165
1129-1,2.69,8.21,2.055,0.055
1129-2,,13.38,,
1130-1,18.89,,,
113-1,,,,
1131-1,49.99,168.1,2.114,0.285
113-2,,3903.31,,
1132-1,64.99,232.92,2.451,0.29
1133-1,74.99,245.74,2.0340000000000003,0.272
1134-1,89.99,188.99,1.0,0.23
1135-1,74.99,148.5,0.8340000000000001,0.25
1136-1,139.99,246.09,0.519,0.163
1137-1,299.99,1227.57,2.637,0.324
1138-1,15.99,67.49,2.335,0.33399999999999996
1139-1,15.99,60.75,2.002,0.33399999999999996
1140-1,24.99,27.0,0.001,
114-1,33.74,265.29,6.864,0.049
1141-1,24.99,26.99,,
114-2,,582.35,,
1142-1,34.99,80.93,0.9990000000000001,0.302
1143-1,49.99,53.99,,
1144-1,59.99,241.92,2.585,0.33399999999999996
1145-1,24.99,26.99,,
1146-1,49.99,161.95,2.0,0.33399999999999996
1147-1,99.99,189.03,0.556,0.23399999999999999
1148-1,19.99,29.97,0.48100000000000004,0.212
1149-1,4.04,10.13,1.508,0.052000000000000005
1150-1,19.99,28.66,0.41600000000000004,0.175
115-1,,303.75,,
1151-1,24.99,,,
115-2,29.7,995.4,32.515,0.066
1152-1,49.99,,,
1154-1,39.99,,,
1160-1,79.99,,,
116-1,21.6,1304.11,59.376000000000005,0.065
1161-1,4.04,20.75,4.14,0.053
116-2,26.99,1367.1,49.659,0.077
1162-1,13.99,,,
1163-1,49.99,,,
1164-1,13.99,,,
1168-1,49.99,,,
1169-1,19.99,,,
1170-1,69.99,,,
117-1,6.74,824.93,121.45700000000001,0.129
1171-1,89.99,,,
11717-1,89.99,,,
1172-1,,6.74,,0.032
1174-1,39.99,182.48,3.5069999999999997,0.265
1175-1,17.54,,,
1176-1,2.01,5.85,1.906,0.026000000000000002
1177-1,,62.49,,0.023
1178-1,64.99,383.98,4.69,0.289
1179-1,89.99,427.83,3.528,0.344
1180-1,2.69,20.07,6.472,0.057
118-1,26.93,3225.2,118.751,0.096
1181-1,2.69,19.36,6.206,0.10300000000000001
118-2,20.93,1571.49,74.101,0.085
1182-1,2.69,14.86,4.533,0.085
118-3,26.99,1775.51,64.792,0.084
1183-1,3.36,50.02,13.88,0.113
1184-1,2.69,37.22,12.854000000000001,0.10800000000000001
1185-1,2.69,30.04,10.181000000000001,0.084
1186-1,2.69,37.87,13.095,0.08199999999999999
1187-1,2.69,101.18,36.663000000000004,0.159
1188-1,6.06,39.81,5.568,0.094
1189-1,6.06,40.43,5.67,0.095
1190-1,6.06,30.12,3.969,0.079
11903-1,26.99,32.62,0.209,0.02
119-1,26.99,2577.18,94.499,0.09
11910-1,17.54,29.0,0.654,0.106
1191-1,6.06,30.93,4.102,0.081
11926-1,,15.04,,0.179
1193-1,26.99,171.96,5.372000000000001,0.092
11938-1,,6.05,,0.062
11939-1,,7.18,,0.08199999999999999
11940-1,,9.81,,0.062
1194-1,26.99,130.07,3.82,0.157
11941-1,,8.86,,0.022000000000000002
11942-1,,10.57,,0.022000000000000002
11943-1,,13.0,,0.062
11944-1,,5.75,,0.11199999999999999
11945-1,,4.16,,0.07200000000000001
11946-1,,6.28,,0.08199999999999999
11948-1,,6.16,,0.022000000000000002
1195-1,,13.51,,0.026000000000000002
1196-1,2.69,33.98,11.648,0.135
1197-1,4.04,68.81,16.047,0.099
1198-1,13.49,79.89,4.9239999999999995,0.09300000000000001
1199-1,17.54,144.1,7.2170000000000005,0.111
1200-1,5.74,,,
1200-2,5.4,4565.86,844.53,0.111
1200M-1,5.06,3134.48,618.1569999999999,0.10800000000000001
120-1,,1248.32,,
120-2,3.98,1067.27,266.99,
1202-1,,,,
1203-1,29.99,40.84,0.009000000000000001,0.026000000000000002
1204-1,29.99,45.02,0.11199999999999999,0.026000000000000002
1205-1,,2.07,,
1206-1,,7.36,,0.092
1207-1,24.99,47.24,0.4,0.073
1208-1,25.64,,,
1209-1,14.99,16.39,0.013000000000000001,
12-1,13.49,133.52,8.9,0.14400000000000002
1210-1,14.99,27.0,0.6679999999999999,0.10800000000000001
1210-2,4.05,,,
121-1,10.11,106.42,9.525,0.059000000000000004
1211-1,3.04,9.36,2.08,0.03
1211-2,2.7,1337.89,494.515,0.1
1212-1,14.99,20.98,0.29600000000000004,0.057
1212-2,2.7,,,
1213-1,14.99,13.58,,
1213-2,2.7,,,
1214-1,14.99,16.19,,
1214-2,,,,
1215-1,14.99,25.64,0.584,0.07200000000000001
1215-2,,,,
1216-1,14.99,16.34,0.009000000000000001,
1216-2,,,,
1217-1,14.99,20.51,0.267,0.046
1217-2,,,,
121801-1,6.74,9.76,0.449,0.161
121802-1,6.74,10.38,0.541,0.19699999999999998
1218-1,6.74,9.76,0.449,0.161
1218-2,,,,
121903-1,,8.42,,0.249
121904-1,,7.16,,0.061
1219-1,,8.42,,0.249
1219-2,,,,
12-2,,,,
122005-1,,6.39,,0.08199999999999999
122006-1,,5.47,,0.042
122007-1,,6.12,,0.092
122008-1,,7.2,,0.022000000000000002
122009-1,,6.6,,0.022000000000000002
1220-1,,6.39,,0.08199999999999999
122010-1,,6.93,,0.052000000000000005
1220-2,2.7,,,
122-1,,1939.98,,
1221-1,5.39,11.04,1.05,0.019
122111-1,,7.32,,0.032
1221-2,1.35,,,
1222-1,5.39,13.12,1.436,0.033
1222-2,1.35,,,
1223-1,5.39,9.02,0.674,0.013999999999999999
1223-2,2.7,,,
1223-3,0.68,,,
1224-1,5.39,17.35,2.221,0.037000000000000005
1224-2,2.7,,,
1224A-1,,,,
1225-1,2.7,,,
1225-2,2.7,,,
1226-1,,6.26,,
1226-2,,,,
1227-1,14.99,17.0,0.05,0.026000000000000002
1227-2,,,,
1228-1,29.99,43.4,0.07200000000000001,0.019
1228-2,,,,
1229-1,24.99,37.99,0.126,0.021
1230-1,34.99,38.34,0.136,0.031
1230-2,1.35,,,
123-1,,564.35,,
1231-1,39.99,40.49,,
1231-2,,,,
1231-3,,,,
1232-1,109.99,108.34,0.003,0.012
1233-1,17.99,20.24,,
1233-2,0.68,,,
1234-1,17.99,27.55,0.36200000000000004,0.062
1235-1,24.99,55.8,1.068,0.184
1235-2,4.05,,,
1236-1,24.99,39.37,0.45899999999999996,0.078
1236-2,10.33,,,
1237-1,,76.26,,0.055
1239-1,2.69,6.14,1.286,0.040999999999999995
1240-1,14.99,18.32,0.132,0.03
1240-2,,,,
124-1,,197.83,,
1241-1,14.99,49.95,2.086,0.193
1241-2,2.7,,,
1242-1,49.99,53.65,,
1242-2,0.68,,,
1242D-1,0.68,,,
1244-1,29.99,67.47,0.667,0.12
1245-1,29.99,56.96,0.40700000000000003,0.075
1245-2,,,,
1246-1,2.3,9.91,3.318,0.107
1247-1,2.3,13.28,4.788,0.087
1247-2,2.7,,,
1248-1,2.3,19.79,7.624,0.07400000000000001
1248-2,2.7,,,
1249-1,2.3,22.92,8.988,0.159
1250-1,2.3,13.5,4.882,0.048
125-1,,127.95,,
1251-1,2.3,19.16,7.347,0.1
125-2,,283.5,,
1252-1,9.44,53.26,4.644,0.086
1253-1,8.44,29.92,2.546,0.051
1254-1,17.54,65.88,2.7569999999999997,0.065
1255-1,17.54,90.98,4.188,0.047
1256-1,26.99,97.2,2.602,0.045
1257-1,,13.8,,0.085
1258-1,,20.02,,0.06
1259-1,,11.73,,0.066
1260-1,,22.06,,0.22699999999999998
1260-2,,,,
126-1,7.41,755.15,100.889,0.095
1261-1,6.74,48.22,6.1579999999999995,0.10300000000000001
1263-1,4.04,14.8,2.6660000000000004,0.032
1264-1,,13.49,,0.102
1265-1,4.04,33.62,7.327999999999999,0.061
1266-1,2.69,23.18,7.627999999999999,0.11
1267-1,29.99,36.22,,
1268-1,2.69,21.49,7.0,0.10400000000000001
1269-1,4.04,94.76,22.475,0.08199999999999999
1270-2,,10.31,,0.139
127-1,12.14,1193.2,97.315,0.092
1271-1,2.69,47.12,16.538,0.091
1271-2,1.69,,,
1272-1,5.33,33.79,5.337000000000001,0.09699999999999999
1273-1,2.69,9.44,2.513,0.08800000000000001
1274-1,,38.73,,0.02
1275-1,,38.02,,0.035
1276-1,,40.49,,0.069
1277-1,,36.57,,0.07400000000000001
1278-1,,107.99,,0.124
1279-1,,59.17,,0.073
1280-1,,67.49,,0.122
128-1,10.11,179.55,16.757,0.073
1281-1,,49.29,,0.125
128-2,6.74,599.06,87.928,0.133
1282-1,2.69,27.14,9.101,0.12300000000000001
128-3,6.74,150.5,21.340999999999998,0.064
1283-1,2.69,33.63,11.517999999999999,0.073
1284-1,2.69,19.68,6.327000000000001,0.105
1285-1,2.69,32.95,11.265999999999998,0.134
1286-1,2.69,34.25,11.749,0.136
1287-1,,26.26,,0.13
1288-1,,32.7,,0.069
1289-1,,29.89,,0.08800000000000001
1290-1,,15.57,,0.018000000000000002
1291-1,,23.26,,0.153
1292-1,,30.82,,0.14800000000000002
1293-1,,30.23,,0.024
1294-1,,61.63,,0.162
1295-1,,36.06,,0.052000000000000005
1296-1,,44.6,,0.062
1297-1,,30.38,,0.046
1298-1,26.99,53.93,0.998,0.099
1300-1,,,,
130-1,,270.69,,
1305-1,12.99,18.4,0.364,0.079
1306-1,7.43,4053.71,544.955,0.136
1307-1,5.74,3281.4,570.922,0.106
1308-1,6.08,6264.04,1030.118,0.11599999999999999
1309-1,6.08,2768.19,454.66900000000004,0.129
13-1,94.49,541.74,4.734,0.086
1310-1,5.06,2832.93,558.592,0.10400000000000001
131-1,,363.43,,
1314-1,44.99,67.49,0.429,0.257
1315-1,89.99,,,
1316-1,79.99,,,
1317-1,119.99,136.38,0.12300000000000001,0.16699999999999998
1318-1,269.99,,,
1319-1,89.99,,,
13-2,,,,
1320-1,79.99,,,
132-1,12.81,376.19,28.364,0.086
1321-1,99.99,,,
132-2,,317.67,,
1322-1,259.99,,,
1323-1,449.99,,,
1324-1,149.99,,,
1325-1,49.99,116.56,1.159,0.284
1326-1,39.99,50.23,0.24100000000000002,0.059000000000000004
1327-1,12.99,29.24,1.168,0.273
1328-1,,54.0,,
1329-1,,35.07,,
1330-1,18.99,26.55,0.312,0.12300000000000001
133-1,,699.27,,
1331-1,10.79,26.1,1.419,0.16399999999999998
1332-1,24.99,33.75,0.251,0.124
1333-1,24.99,45.72,0.6940000000000001,0.31
1334-1,29.99,40.61,0.204,0.046
1335-1,39.99,,,
1336-1,39.99,57.85,0.299,0.14400000000000002
1337-1,39.99,,,
1338-1,49.99,67.99,0.11900000000000001,0.055
1339-1,69.99,145.68,0.9620000000000001,0.302
1340-1,89.99,202.49,1.143,0.287
134-1,3.36,559.48,165.438,0.12
1341-1,12.99,22.94,0.701,0.253
134-2,12.81,397.41,30.02,0.087
1342-1,18.99,53.99,1.6680000000000001,0.33399999999999996
1343-1,9.44,84.89,7.996,0.067
1344-1,39.99,45.85,0.132,0.139
1345-1,79.99,182.14,1.249,0.33399999999999996
1346-1,8.09,33.25,3.112,0.044000000000000004
1347-1,129.99,227.57,0.6859999999999999,0.23800000000000002
1348-1,24.99,27.0,0.001,0.015
1349-1,242.99,736.63,2.032,0.077
135-1,,,,
1351-1,80.99,181.45,1.2409999999999999,0.057
1352-1,47.24,78.06,0.652,0.055
1353-1,26.99,42.78,0.585,0.025
1354-1,13.49,26.99,1.001,0.07
1355-1,9.44,50.23,4.323,0.08900000000000001
1356-1,5.39,21.94,3.073,0.036000000000000004
1357-1,2.69,21.61,7.045,0.078
1360-1,4.04,44.54,10.033,0.065
136-1,2.55,229.19,88.825,0.105
1361-1,4.04,18.4,3.5589999999999997,0.111
1362-1,4.04,10.76,1.666,0.053
1363-1,4.04,23.46,4.813,0.122
1370-1,26.99,108.0,3.002,0.091
137-1,12.81,792.29,60.842,0.106
1371-1,47.24,404.5,7.563,0.10300000000000001
137-2,,319.15,,
1374-1,9.44,78.15,7.282,0.073
1375-1,32.39,281.14,7.681,0.128
1376-1,40.49,173.92,3.2960000000000003,0.052000000000000005
1380-1,13.49,71.97,4.336,0.071
138-1,26.93,2641.02,97.061,0.16
1381-1,26.99,195.75,6.254,0.078
1382-1,67.49,288.24,3.2710000000000004,0.04
1383-1,5.39,53.99,9.023,0.08199999999999999
1384-1,,4.79,,0.073
1385-1,2.55,3.62,0.418,0.049
1386-1,4.04,13.82,2.425,0.061
1388-1,2.69,32.47,11.085,0.087
1389-1,2.69,33.74,11.558,0.081
1390-1,2.69,33.66,11.527999999999999,0.109
139-1,,2269.09,,
1391-1,2.69,55.15,19.528,0.092
1392-1,2.69,46.33,16.246,0.098
1393-1,2.69,27.43,9.211,0.08800000000000001
139A-1,,530.93,,
1400-1,13.99,16.09,0.193,0.262
140-1,12.81,424.93,32.168,0.08900000000000001
140-2,,874.27,,
1403-1,4.04,67.49,15.719000000000001,0.08800000000000001
1404-1,4.04,8.83,1.187,0.042
1405-1,4.04,8.03,0.99,0.037000000000000005
1405356235-1,25.64,32.36,0.262,0.026000000000000002
1406-1,4.71,11.88,1.521,0.05
1407-1,4.71,17.6,2.736,0.138
1408-1,4.71,17.02,2.613,0.043
14-1,20.24,132.48,5.546,0.083
1411-1,,28.32,,0.040999999999999995
1413-1,,16.08,,0.091
1414-1,,19.99,,0.019
1415-1,,21.09,,0.069
1416-1,,23.21,,0.046
1417-1,,61.02,,0.111
1418-1,,74.83,,0.081
1419-1,,60.56,,0.073
1420-1,,60.56,,0.06
1421-1,,44.54,,0.128
1422-1,,10.11,,0.11199999999999999
1423-1,,10.33,,0.098
1424-1,,21.92,,0.05
1425-1,,25.61,,0.092
1426-1,,24.84,,0.08
1427-1,,34.99,,0.299
1428-1,,20.56,,0.038
1429-1,,19.43,,0.132
14-3,,734.31,,
1430-1,,16.15,,0.138
1431-1,,39.81,,0.027000000000000003
1432-1,,47.01,,0.076
1433-1,,57.33,,0.29100000000000004
1434-1,,57.33,,0.294
1435-1,,13.37,,0.038
1436-1,,16.07,,0.08900000000000001
1437-1,,8.94,,0.11699999999999999
1441-1,,18.09,,0.147
1450-1,20.24,88.8,3.388,0.077
145-1,,486.0,,
146-1,,264.65,,
1461-1,2.69,21.64,7.055,0.06
1462-1,2.69,27.0,9.05,0.146
1463-1,2.69,42.58,14.849,0.06
1464-1,2.69,33.75,11.562999999999999,0.047
1465449671-1,22.94,18.2,,
146546087X-1,33.74,38.89,0.153,0.049
1465493263-1,20.24,,,
1465493271-1,33.74,,,
1467-1,,117.32,,0.233
1468-1,,241.93,,0.172
1469-1,,71.67,,0.344
1470-1,,222.63,,0.07
147-1,,195.87,,
1472-1,47.24,1340.12,27.37,0.107
1474-1,,175.49,,
1475-1,13.49,234.67,16.4,0.10400000000000001
1477-1,4.04,20.99,4.2010000000000005,0.059000000000000004
1478-1,4.04,89.37,21.14,0.113
1479-1,6.74,62.09,8.216000000000001,0.08
1480-1,4.04,4.04,,
148-1,26.99,843.55,30.258000000000003,0.063
1481-1,4.04,81.07,19.084,0.109
1482-1,,,,
1483-1,,30.38,,
1484-1,,1213.52,,0.22899999999999998
1489-1,17.21,982.75,56.095,0.139
1490-1,24.98,1512.11,59.545,0.10099999999999999
149-1,53.31,565.41,9.606,0.055
1491-1,4.71,202.49,41.977,0.152
1492-1,4.04,137.5,33.064,0.134
1495-1,,26.99,,
1496-1,6.06,129.05,20.29,0.09699999999999999
1497-1,13.84,108.24,6.822,0.064
1498-1,7.41,269.95,35.423,0.115
1499-1,13.49,1104.34,80.885,0.14300000000000002
1500-1,5.99,60.75,8.017999999999999,0.213
150-1,2.69,33.21,11.362,0.039
1501-1,,101.36,,
1503-1,,,,
1504-1,,,,
1504-2,,,,
1505-1,,75.33,,
1506-1,13.16,759.58,56.708,0.079
1507-1,8.06,1175.66,144.873,0.158
1509-1,13.49,725.23,52.775,0.128
15-1,6.75,146.46,20.698,0.075
1510-1,20.21,1747.13,85.45100000000001,0.145
151-1,2.69,26.5,8.863999999999999,0.043
1512-1,,121.5,,
1512-2,,675.0,,
1513-1,,,,
1513-2,,50.31,,
1514-1,3.36,21.53,5.406000000000001,0.071
1515-1,13.49,,,
1516-1,,1242.42,,0.099
1517-1,3.36,22.38,5.659,0.063
1518-1,9.44,30.39,2.22,0.038
15-2,,1725.44,,
1520-1,22.26,675.0,29.320999999999998,0.102
1520-2,13.49,,,
152-1,2.84,49.32,16.395,0.053
1521-1,2.01,20.25,9.067,0.062
1522-1,13.49,15.57,0.154,
1523-1,13.49,,,
1524-1,13.49,,,
1525-1,17.21,105.44,5.125,0.055
1525-2,13.49,,,
1526-1,5.99,13.5,1.004,0.085
1528-1,2.01,279.57,137.987,0.156
153-1,2.84,51.69,17.233,0.055
1540-1,30.36,70.63,1.3259999999999998,0.032
154-1,2.69,25.1,8.342,0.027000000000000003
1544-1,24.98,,,
1545-1,13.49,329.48,23.43,0.19399999999999998
1546-1,,,,
1547-1,5.74,132.33,22.064,0.12300000000000001
1548-1,,403.65,,0.035
1548-2,,204.65,,
1549-1,4.73,92.95,18.671,0.11599999999999999
1550-1,,,,
155-1,2.69,12.49,3.648,0.057
1551-1,0.54,10.19,17.875,0.10099999999999999
1551-2,,351.82,,
1552-1,,4111.28,,0.035
1552-2,,407.35,,
1554-1,,599.99,,0.161
1555-1,1.35,16.05,10.89,0.132
1555-2,7.41,399.33,52.88,0.142
1556-1,,,,
1557-1,3.36,267.87,78.687,0.138
1558-1,10.79,367.08,33.031,0.109
1559-1,,45.41,,
1560-1,,19.78,,0.053
1560-2,4.71,376.8,78.97399999999999,0.102
1560-3,,16.54,,0.11699999999999999
156-1,,58.5,,
1561-1,,12.6,,0.153
1561-2,,,,
156-2,,26.37,,
1562-1,,9.69,,0.033
1562-2,,26.92,,
1562-3,,271.34,,0.09
1563-1,,22.83,,0.185
1570-1,3.71,400.42,106.85799999999999,0.14800000000000002
157-1,,23.1,,
157-2,,32.24,,
1572-1,11.48,200.14,16.441,0.08800000000000001
157-3,6.74,188.45,26.974,
1575-1,,769.01,,0.098
1575-2,,,,
1576-1,,79.1,,
1577-1,,,,
1579-1,,85.29,,
1580-1,10.79,174.06,15.136,0.113
1580-2,,193.55,,0.09
158-1,6.08,110.52,17.192999999999998,0.059000000000000004
1581-1,,412.4,,0.133
1581-2,,3389.51,,0.043
1584-1,26.99,765.68,27.373,0.11
1588-1,2.01,19.6,8.745,0.051
1589-1,17.51,1368.81,77.175,0.107
1589-2,,1990.53,,0.165
1590-2,,1916.27,,0.081
159-1,,22.83,,
1591-1,,604.61,,0.175
1591-2,,,,
1592-1,53.93,2025.0,36.547,0.095
1593-1,26.99,1275.26,46.256,0.11
1594-1,,21.32,,
1595-1,,53.2,,
1596-1,5.74,218.0,36.995,0.14400000000000002
1597-1,10.79,516.4,46.875,0.154
1598-1,2.01,17.06,7.483,0.067
1599-1,,101.36,,
160-1,,42.21,,
1601-1,,710.4,,0.114
1602-1,,35.29,,
1603-1,,6.03,,
1604-1,,13.16,,
1605-1,,27.15,,
1606-1,,20.37,,
1607-1,,20.18,,
1608-1,,,,
1609-1,,,,
16-1,6.74,20.24,2.004,0.071
1610-1,2.01,17.71,7.805,0.038
1610-2,6.06,191.43,30.581,0.084
161-1,,160.06,,
1611-1,2.69,20.12,6.487,0.07200000000000001
1611-2,8.76,277.76,30.703000000000003,0.132
1612-1,2.69,27.11,9.09,0.05
1613-1,,,,
1614-1,,40.5,,
1616-1,13.46,1269.24,93.301,0.158
1617-1,,,,
1619-1,,,,
1620-1,3.36,142.05,41.257,0.128
1620-2,,839.89,,0.098
162-1,,536.52,,
1621-1,10.11,156.26,14.454,0.092
1624-1,3.36,44.46,12.225,0.1
1625-1,1.76,20.25,10.538,0.094
1626-1,1.76,34.56,18.692,0.107
1627-1,1.76,14.67,7.362,0.084
1628-1,4.04,16.36,3.054,0.081
1630-1,4.71,70.92,14.052,0.102
163-1,,413.37,,
1631-1,2.69,36.98,12.764000000000001,0.091
1632-1,4.04,79.77,18.762999999999998,0.09699999999999999
1633-1,3.36,67.2,18.992,0.105
1635-1,,,,
1636-1,,,,
1637-1,29.7,,,
1638-1,,,,
1639-1,,,,
1640-1,,6.08,,
164-1,,454.65,,
1641-1,,7.52,,
1642-1,,12.69,,
1643-1,,9.79,,
1644-1,,6.75,,
1645-1,,12.95,,
1646-1,,8.48,,
1647-1,,16.85,,
1648-1,,11.68,,
1649-1,,7.41,,
1650-1,,4019.81,,
165-1,,1714.57,,
1651-1,,11.07,,
1651-2,,3105.3,,0.057
1652-1,,,,
1655-1,,424.72,,0.14800000000000002
1656-1,39.81,380.36,8.554,0.081
1656-2,,1041.08,,0.1
1657-1,,27.0,,
1658-1,,1370.76,,0.03
1660-1,,320.92,,0.245
166-1,,637.24,,
1662-1,,,,
1663-1,,,,
1664-1,,,,
1665-1,11.81,397.45,32.647,0.124
1666-1,,180.81,,
1668-1,,10.07,,
1670-1,3.36,13.14,2.908,0.065
167-1,,603.17,,
1672-1,,,,
1673-1,,,,
1675-1,13.49,564.46,40.854,0.133
1676-1,,31.48,,
1677-1,,10.07,,
1678-1,,40.49,,
1679-1,,,,
1680-1,13.49,142.01,9.53,0.08199999999999999
1681-1,,,,
1682-1,67.49,1089.76,15.148,0.044000000000000004
1685-1,,,,
1687-1,31.04,178.09,4.738,0.067
1688-1,,274.5,,
1690-1,,17.1,,0.08800000000000001
1693-1,2.69,11.95,3.447,0.055
1694-1,2.69,63.15,22.508000000000003,0.11900000000000001
1695-1,2.69,79.47,28.583000000000002,0.129
1696-1,2.69,168.75,61.81399999999999,0.11699999999999999
1698-1,,42.01,,
1699-1,,,,
170-1,7.09,269.04,36.96,0.077
1701-1,,33.94,,
1702-1,13.49,35.95,1.666,0.038
1703-1,13.49,,,
1704-1,13.49,47.99,2.559,0.05
1705-1,13.49,,,
1708-1,13.49,,,
17-1,121.49,715.99,4.894,0.068
1710-1,2.69,36.22,12.482000000000001,0.07400000000000001
17101-1,199.99,,,
171-1,4.52,961.43,211.588,0.11800000000000001
1711-1,2.69,40.43,14.05,0.068
1712-1,2.69,41.69,14.517999999999999,0.091
1713-1,2.69,67.49,24.121,0.124
1714-1,1.34,30.01,21.455,0.132
1715-1,21.59,51.75,1.3969999999999998,0.036000000000000004
1715-2,13.49,,,
1716-1,13.49,,,
1719-1,13.49,,,
1720-1,13.49,305.99,21.689,0.128
1721-1,20.24,200.75,8.92,0.054000000000000006
1722-1,10.79,56.63,4.25,0.066
1723-1,10.79,160.89,13.915999999999999,0.06
1724-1,,,,
1725-1,,,,
1726-1,,,,
1727-1,13.49,,,
1728-1,13.49,141.74,9.51,0.087
1729-1,17.54,174.68,8.961,0.1
1730-1,2.69,16.7,5.216,0.040999999999999995
1731-1,,41.19,,0.19699999999999998
1732-1,2.69,30.96,10.523,0.099
1733-1,2.69,68.86,24.633000000000003,0.134
1736-1,3.36,47.13,13.02,0.124
1737-1,26.99,137.79,4.106,0.14400000000000002
1739-1,,10.07,,
1740-1,2.69,16.96,5.312,0.073
1741-1,5.39,19.51,2.622,0.051
1742-1,6.74,99.41,13.758,0.109
1743-1,21.59,48.25,1.235,0.033
1744-1,,,,
1745-1,,287.67,,
1746-1,3.36,44.44,12.220999999999998,0.06
1747-1,2.69,74.21,26.623,0.13699999999999998
1749-1,2.69,20.18,6.513,0.08800000000000001
1750-1,,242.5,,0.013999999999999999
1751-1,8.09,,,
1752-1,2.69,22.18,7.256,0.092
1756-1,,21.52,,0.034
1758-1,,21.52,,0.043
1759-1,0.81,10.8,12.333,0.084
1760-1,2.69,9.34,2.477,0.053
1761-1,4.71,20.09,3.264,0.033
1762-1,2.69,12.77,3.7539999999999996,0.064
1764-1,,,,
1766-1,,,,
1767-1,,21.52,,0.032
1768-1,,,,
1769-1,,35.98,,
1772-1,,206.28,,0.051
1773-1,,211.71,,0.193
1774-1,,210.17,,0.193
1775-1,33.74,196.74,4.832,0.046
1776-1,26.99,174.57,5.468999999999999,0.081
1777-1,,6.14,,0.064
1778-1,,4.87,,0.043
1779-1,,3.17,,0.036000000000000004
1781-1,,163.12,,
1782-1,67.49,337.43,4.0,0.066
1784-1,6.74,34.28,4.088,0.07
1785-1,13.49,33.75,1.5030000000000001,0.11800000000000001
1786-1,26.99,114.18,3.2310000000000003,0.059000000000000004
1787-1,24.29,313.88,11.924000000000001,0.09300000000000001
1788-1,29.69,511.27,16.222,0.121
1789-1,36.44,430.87,10.825,0.055999999999999994
1790-1,4.04,22.53,4.582,0.068
1791-1,6.74,59.85,7.8839999999999995,0.08800000000000001
1792-1,26.99,202.97,6.521,0.081
1793-1,47.24,843.14,16.849,0.14300000000000002
1794-1,5.39,161.5,28.982,0.083
1795-1,7.41,124.09,15.743,0.115
1796-1,26.99,,,
1797-1,26.99,40.61,0.505,0.017
1798-1,66.83,291.01,3.355,0.057999999999999996
1800-1,,,,
180-1,,1620.42,,
1802-1,2.69,46.43,16.281,0.057999999999999996
1804-1,2.69,52.42,18.512999999999998,0.057
1805-1,,,,
1806-1,2.69,25.0,8.307,0.076
1807-1,2.69,17.48,5.507999999999999,0.099
1808-1,13.49,122.05,8.05,0.048
1809-1,,15.51,,0.026000000000000002
