set_num,rrp,dollars_per_part,annual_growth,good_investment,years_since_release,num_parts,theme_name,is_parent_theme,num_minifigs,dominant_color,prop_trans_parts,num_unique_parts,num_part_cat,num_cat_part_count,review_score,availability
10193-1,134.99,0.08337862878319952,0.122,1,12,1619,Fantasy Era,0,1.0,Black,0.02364864864864865,164,30,549,87.0,Retired
10194-1,129.99,0.11936639118457301,0.13,1,12,1089,Creator Expert,0,1.0,Black,0.04522613065326633,136,31,422,92.0,Retired
10195-1,349.99,0.19919749573136028,0.144,1,12,1757,Ultimate Collector Series,0,4.0,Light Bluish Gray,0.0076045627376425855,202,33,300,80.0,Retired
10196-1,349.99,0.10732597362772156,0.227,1,12,3261,Creator Expert,0,1.0,White,0.026217228464419477,152,34,497,90.0,Retired
10197-1,199.99,0.08944096601073345,0.184,1,12,2236,Modular Buildings,1,1.0,Light Bluish Gray,0.04790419161676647,186,30,570,90.0,Retired
10198-1,199.99,0.1420383522727273,0.066,0,12,1408,Ultimate Collector Series,0,1.0,White,0.026595744680851064,148,26,360,80.0,Retired
10199-1,79.99,0.09814723926380367,0.125,1,12,815,Christmas,0,1.0,White,0.08139534883720931,145,33,513,78.0,Retired
10200-1,94.49,0.10581187010078387,0.041,0,13,893,Factory,1,1.0,Light Bluish Gray,0.05737704918032787,119,27,503,79.0,Retired
10201-1,67.49,67.49,0.053,0,18,1,Titans,0,0.0,Black,0.0,1,1,1233,70.0,Retired
10202-1,67.49,22.496666666666666,0.057,0,17,3,Titans,0,0.0,Black,0.0,2,2,630,70.0,Retired
10205-1,32.39,0.13841880341880342,0.147,1,19,234,My Own Train,0,0.0,Black,0.06060606060606061,60,20,431,81.0,Retired
10210-1,229.99,0.1379664067186563,0.115,1,11,1667,Pirates II,0,1.0,Black,0.0514018691588785,169,32,506,90.0,Retired
10211-1,199.99,0.09148673376029277,0.169,1,11,2186,Modular Buildings,1,1.0,Light Bluish Gray,0.09556313993174062,161,36,610,88.0,Retired
10212-1,309.99,0.12384738314023172,0.15,1,11,2503,Ultimate Collector Series,0,1.0,White,0.04700854700854701,157,29,441,83.0,Retired
10213-1,129.99,0.10805486284289277,0.145,1,11,1203,Creator Expert,0,1.0,Black,0.04296875,176,31,405,83.0,Retired
10214-1,299.99,0.06984633294528522,0.132,1,11,4295,Creator Expert,0,0.0,White,0.02857142857142857,118,22,508,89.0,Retired
10215-1,129.99,0.19229289940828403,0.103,1,11,676,Ultimate Collector Series,0,0.0,White,0.03409090909090909,132,24,412,80.0,Retired
10216-1,74.99,0.10915574963609898,0.156,1,11,687,Christmas,0,1.0,Light Bluish Gray,0.07106598984771574,120,25,580,82.0,Retired
10217-1,199.99,0.0984687346134909,0.164,1,10,2031,Harry Potter,1,1.0909090909090908,Black,0.028023598820058997,198,31,519,87.0,Retired
10218-1,199.99,0.09832350049164208,0.117,1,10,2034,Modular Buildings,1,1.0,Light Bluish Gray,0.06419753086419754,196,33,584,90.0,Retired
10219-1,154.99,0.1257015409570154,0.106,1,10,1233,Creator Expert,0,1.0,Black,0.045662100456621,158,33,494,85.0,Retired
10220-1,129.99,0.09751687921980495,0.029,0,10,1333,Creator Expert,0,0.0,White,0.04263565891472868,167,33,534,90.0,Retired
10221-1,499.99,0.1586766105998096,0.066,0,10,3151,Ultimate Collector Series,0,1.0,Light Bluish Gray,0.043243243243243246,140,21,372,80.0,Retired
10222-1,79.99,0.09742996345919609,0.158,1,10,821,Christmas,0,1.0,Black,0.06477732793522267,142,32,508,80.0,Retired
10223-1,149.99,0.09523174603174604,0.132,1,9,1575,Kingdoms,0,1.0,Reddish Brown,0.02112676056338028,143,25,609,81.0,Retired
10224-1,249.99,0.09018398268398269,0.191,1,9,2772,Modular Buildings,1,1.0,White,0.03076923076923077,175,31,614,89.0,Retired
10225-1,229.99,0.1081796801505174,0.151,1,9,2126,Ultimate Collector Series,0,1.0,Light Bluish Gray,0.033444816053511704,160,28,424,90.0,Retired
10226-1,129.99,0.1478839590443686,0.095,1,9,879,Creator Expert,0,0.0,Light Bluish Gray,0.005141388174807198,142,29,332,90.0,Retired
10227-1,249.99,0.16811701412239408,0.157,1,9,1487,Ultimate Collector Series,0,0.0,Light Bluish Gray,0.013422818791946308,215,35,344,79.0,Retired
10228-1,199.99,0.09689437984496124,0.136,1,9,2064,Monster Fighters,1,1.2,Light Bluish Gray,0.03571428571428571,142,28,663,89.0,Retired
10229-1,129.99,0.0871830985915493,0.167,1,9,1491,Christmas,0,1.0,White,0.08630952380952381,166,32,563,90.0,Retired
10230-1,99.99,0.07373893805309734,0.067,0,9,1356,Mini,0,0.0,Black,0.06451612903225806,99,23,501,83.0,Retired
10231-1,129.99,0.1056829268292683,0.148,1,10,1230,Creator Expert,0,1.0,White,0.05241935483870968,179,34,416,83.0,Retired
10232-1,199.99,0.0911531449407475,0.216,1,8,2194,Modular Buildings,1,1.0,Black,0.06069364161849711,170,35,534,86.0,Retired
10233-1,149.99,0.11102146558105108,0.093,1,8,1351,Creator Expert,0,1.0,Black,0.043478260869565216,150,33,512,84.0,Retired
10234-1,379.99,0.12712947474071595,0.056,0,8,2989,Creator Expert,0,0.0,Black,0.04782608695652174,153,24,359,78.0,Retired
10235-1,129.99,0.10308485329103886,0.108,1,8,1261,Christmas,0,1.0,Light Bluish Gray,0.04480651731160896,146,29,509,86.0,Retired
10236-1,299.99,0.15074874371859298,0.103,1,8,1990,Ultimate Collector Series,0,1.1333333333333333,Reddish Brown,0.03343465045592705,237,36,536,96.0,Retired
10237-1,249.99,0.10583827265029637,0.134,1,8,2362,The Lord of the Rings,0,1.0,Black,0.0475,245,38,506,92.0,Retired
10240-1,249.99,0.16045571245186135,0.089,1,8,1558,Ultimate Collector Series,0,1.0,Light Bluish Gray,0.012779552715654952,218,32,374,83.0,Retired
10241-1,179.99,0.11857048748353097,0.151,1,7,1518,Creator Expert,0,0.0,Black,0.051643192488262914,135,26,512,81.0,Retired
10242-1,119.99,0.11141132776230268,0.304,1,7,1077,Creator Expert,0,0.0,Black,0.084,131,28,525,89.0,Retired
10243-1,189.99,0.07691902834008098,0.304,1,7,2470,Modular Buildings,1,1.0,Black,0.04600484261501211,218,32,604,95.0,Retired
10244-1,179.99,0.10320527522935781,0.068,0,7,1744,Creator Expert,0,1.0,Black,0.07947019867549669,251,35,423,89.0,Retired
10245-1,89.99,0.10179864253393664,0.304,1,7,884,Christmas,0,1.0,White,0.07048458149779736,168,29,488,82.0,Retired
10246-1,199.99,0.08841290893015032,0.304,1,6,2262,Modular Buildings,1,1.0,Black,0.04365904365904366,231,34,578,91.0,Retired
10247-1,229.99,0.09334009740259741,0.304,1,6,2464,Creator Expert,0,1.0,Light Bluish Gray,0.032846715328467155,191,33,397,92.0,Retired
10248-1,119.99,0.10361830742659758,0.266,1,6,1158,Creator Expert,0,0.0,Red,0.04195804195804196,171,29,394,86.0,Retired
10249-1,99.99,0.11134743875278395,0.304,1,6,898,Christmas,0,1.0,Black,0.08960573476702509,159,37,507,89.0,Retired
10251-1,219.99,0.0922776845637584,0.304,1,5,2384,Modular Buildings,1,1.0,Black,0.06875,233,36,597,81.0,Retired
10252-1,129.99,0.11138817480719795,0.0,0,5,1167,Creator Expert,0,0.0,Light Bluish Gray,0.04406779661016949,159,30,460,89.0,Exclusive
10253-1,299.99,0.07199184065274779,0.143,1,5,4167,Creator Expert,0,0.0,Tan,0.041666666666666664,147,26,563,87.0,Retired
10254-1,129.99,0.17685714285714288,0.324,1,5,735,Creator,0,1.0,Black,0.10854092526690391,180,32,401,76.0,Retired
10255-1,339.99,0.08495502248875562,0.0,0,4,4002,Modular Buildings,1,1.0,Light Bluish Gray,0.058029689608636977,304,35,570,89.0,Exclusive
10256-1,449.99,0.07597332432888738,0.0,0,4,5923,Creator Expert,0,0.0,White,0.012121212121212121,121,24,456,73.0,Exclusive
10257-1,249.99,0.09362921348314607,0.225,1,4,2670,Creator Expert,0,1.0,White,0.018867924528301886,257,34,408,89.0,Retired
10258-1,179.99,0.10675563463819693,0.0,0,4,1686,Creator Expert,0,0.0,Red,0.08888888888888889,157,30,516,88.0,Exclusive
10259-1,99.99,0.11085365853658535,0.334,1,4,902,Christmas,0,1.0,Black,0.03773584905660377,177,29,536,78.0,Retired
10260-1,219.99,0.08870564516129033,0.0,0,3,2480,Modular Buildings,1,1.0,Light Bluish Gray,0.05291970802919708,247,33,540,91.0,Exclusive
10261-1,479.99,0.1163894277400582,0.0,0,3,4124,Creator Expert,0,1.0,Light Bluish Gray,0.03169014084507042,316,42,446,89.0,Exclusive
10262-1,179.99,0.13877409406322283,0.0,0,3,1297,Creator Expert,0,0.0,Light Bluish Gray,0.045584045584045586,208,35,380,83.0,Exclusive
10263-1,129.99,0.11138817480719795,0.0,0,3,1167,Christmas,0,1.0,Light Bluish Gray,0.061946902654867256,187,29,549,82.0,Limited Retail
10264-1,269.99,0.10509536784741144,0.0,0,2,2569,Modular Buildings,1,1.0,Light Bluish Gray,0.05815831987075929,291,39,538,78.0,Exclusive
10265-1,199.99,0.13595513256288239,0.0,0,2,1471,Creator Expert,0,0.0,Light Bluish Gray,0.015306122448979591,254,36,410,97.0,Retail
10266-1,139.99,0.12878564857405705,0.0,0,2,1087,Creator Expert,0,1.0,Light Bluish Gray,0.0048543689320388345,153,29,379,89.0,Exclusive
10267-1,139.99,0.09477995937711578,0.0,0,2,1477,Creator,0,1.0,White,0.04221635883905013,182,31,465,93.0,Limited Retail
10268-1,249.99,0.29974820143884895,0.0,0,3,834,Creator Expert,0,1.0,White,0.043824701195219126,186,35,496,86.0,Retail
10269-1,139.99,0.13684261974584555,0.0,0,2,1023,Creator Expert,0,0.0,Black,0.017699115044247787,226,35,330,87.0,Retail
10270-1,199.99,0.07986821086261982,0.0,0,1,2504,Modular Buildings,1,1.0,White,0.035256410256410256,251,35,584,84.0,Limited Retail
10271-1,129.99,0.13540625,0.0,0,1,960,Creator Expert,0,0.0,Black,0.041401273885350316,174,36,465,82.0,Limited Retail
10272-1,349.99,0.08978707029245768,0.0,0,1,3898,Creator Expert,0,0.0,White,0.05737704918032787,200,28,624,91.0,Exclusive
10273-1,299.99,0.09281868811881189,0.0,0,1,3232,Creator Expert,0,1.25,Black,0.06567796610169492,286,39,470,88.0,Retail
10274-1,259.99,0.11058698426201617,0.0,0,1,2351,Ghostbusters,1,0.0,Black,0.035256410256410256,340,38,416,91.0,Exclusive
10275-1,139.99,0.11695071010860485,0.0,0,1,1197,Christmas,0,1.0,White,0.0405727923627685,200,32,440,86.0,Exclusive
10276-1,649.99,0.07193337760070828,0.0,0,1,9036,Creator Expert,0,0.0,Tan,0.0,125,21,540,89.0,Exclusive
10277-1,139.99,0.10953834115805948,0.0,0,1,1278,Creator Expert,0,1.0,Dark Bluish Gray,0.022123893805309734,157,30,435,89.0,Exclusive
10285-1,69.99,69.99,0.095,1,10,1,NXT,0,0.0,Very Light Bluish Gray,0.0,1,1,505,100.0,Retired
1030-1,101.24,0.5300523560209424,0.0,0,36,191,Technic,1,0.0,Light Gray,0.02127659574468085,46,15,233,80.0,Retired
1031-1,21.26,1.0630000000000002,0.0,0,38,20,Supplemental,0,0.0,[No Color/Any Color],0.0,20,1,1430,50.0,Retired
1032-1,107.99,0.3856785714285714,0.033,0,36,280,Educational and Dacta,1,0.0,Light Gray,0.017857142857142856,49,16,217,74.0,Retired
10401-1,5.99,0.07047058823529412,0.117,1,3,85,Classic,1,0.0,Medium Blue,0.1346153846153846,34,14,442,87.0,Retired
10402-1,12.99,0.06983870967741936,0.053,0,3,186,Classic,1,1.0,Red,0.02857142857142857,75,20,518,88.0,Retired
10403-1,24.99,0.08471186440677965,0.0,0,3,295,Classic,1,1.0,White,0.08695652173913043,106,23,548,89.0,Retired
10404-1,34.99,0.06043177892918826,0.04,0,3,579,Classic,1,1.0,Light Bluish Gray,0.07860262008733625,142,28,600,90.0,Retired
10405-1,69.99,0.08035591274397244,0.077,0,3,871,Classic,1,1.0,Black,0.06896551724137931,189,30,517,91.0,Retired
10501-1,5.99,1.198,0.035,0,8,5,Town,0,0.0,Black,0.2,3,1,3425,70.0,Retired
10502-1,34.99,1.8415789473684212,0.227,1,8,19,Town,0,0.0,Bright Light Orange,0.0,13,2,3055,94.0,Retired
10503-1,17.99,0.7195999999999999,0.033,0,8,25,Town,0,0.0,Blue,0.06666666666666667,12,2,3252,94.0,Retired
10504-1,39.99,0.645,0.132,1,8,62,Town,0,0.0,Red,0.02702702702702703,32,2,3215,90.0,Retired
10505-1,69.99,0.8432530120481927,0.125,1,8,83,Playhouse,0,0.0,White,0.0,47,2,3272,81.0,Retired
10506-1,24.99,1.04125,0.171,1,8,24,Trains,0,0.0,Dark Bluish Gray,0.0,10,1,3425,79.0,Retired
10507-1,49.99,0.9613461538461539,0.364,1,8,52,Trains,0,0.0,Red,0.03125,28,2,3263,88.0,Retired
10508-1,129.99,0.9700746268656717,0.187,1,8,134,Trains,0,0.0,Red,0.014084507042253521,55,2,3315,84.0,Retired
10512-1,14.99,0.6813636363636364,0.125,1,8,22,Jake and the Never Land Pirates,0,0.0,Bright Green,0.0,16,2,3295,88.0,Retired
10513-1,24.99,0.6754054054054054,0.09,1,8,37,Jake and the Never Land Pirates,0,0.0,Bright Green,0.06896551724137931,21,2,3246,90.0,Retired
10514-1,39.99,0.7141071428571429,0.225,1,8,56,Jake and the Never Land Pirates,0,0.0,Bright Green,0.0425531914893617,38,2,3315,92.0,Retired
10515-1,29.99,0.768974358974359,0.146,1,8,39,Disney Princess,0,0.0,Dark Pink,0.0967741935483871,23,2,3341,88.0,Retired
10516-1,17.99,0.5996666666666666,0.155,1,9,30,Disney Princess,0,0.0,Bright Green,0.07692307692307693,17,2,3226,90.0,Retired
10517-1,12.99,0.3418421052631579,0.095,1,8,38,Town,0,0.0,Red,0.0,19,2,3336,82.0,Retired
10518-1,19.99,0.4648837209302325,0.233,1,8,43,Town,0,0.0,Yellow,0.030303030303030304,27,2,3268,86.0,Retired
10519-1,24.99,1.561875,0.102,1,8,16,Town,0,0.0,Light Bluish Gray,0.0,11,2,3226,100.0,Retired
10521-1,8.99,0.9988888888888889,0.085,1,7,9,Town,0,0.0,Bright Light Orange,0.0,7,2,3055,100.0,Retired
10522-1,12.99,1.0825,0.197,1,7,12,Town,0,0.0,Lime,0.0,9,1,3425,92.0,Retired
10524-1,24.99,0.8617241379310344,0.254,1,7,29,Town,0,0.0,Bright Green,0.0,18,2,3295,99.0,Retired
10525-1,59.99,0.4957851239669422,0.248,1,7,121,Town,0,0.0,Red,0.0,45,2,3327,98.0,Retired
10526-1,29.99,0.768974358974359,0.032,0,7,39,Jake and the Never Land Pirates,0,0.0,Dark Orange,0.06451612903225806,24,2,3258,93.0,Retired
10527-1,17.99,1.285,0.201,1,7,14,Town,0,0.0,White,0.0,13,2,3226,96.0,Retired
10528-1,19.99,0.7688461538461537,0.171,1,7,26,Town,0,0.0,Bright Green,0.0,15,2,2967,85.0,Retired
10529-1,17.99,1.124375,0.045,0,7,16,Town,0,0.0,Yellow,0.0,14,2,3252,100.0,Retired
10532-1,24.99,0.6407692307692308,0.174,1,7,39,Town,0,0.0,Red,0.0,24,2,3246,90.0,Retired
10538-1,29.99,0.9996666666666666,0.169,1,7,30,Disney Planes,0,0.0,Black,0.1,17,1,3425,100.0,Retired
10539-1,24.99,0.6754054054054054,0.082,1,7,37,Jake and the Never Land Pirates,0,0.0,Red,0.0625,25,2,3344,97.0,Retired
10542-1,39.99,0.7270909090909091,0.139,1,7,55,Disney Princess,0,0.0,Bright Pink,0.0,28,2,3285,96.0,Retired
10543-1,19.99,1.0521052631578947,0.142,1,7,19,DC Comics,0,0.0,Blue,0.0,14,2,3263,85.0,Retired
10544-1,29.99,0.7497499999999999,0.158,1,7,40,DC Comics,0,0.0,Bright Green,0.043478260869565216,20,2,3200,95.0,Retired
10545-1,49.99,0.8472881355932204,0.09,1,7,59,DC Comics,0,0.0,Black,0.025,34,2,3295,90.0,Retired
10546-1,24.99,0.6407692307692308,0.038,0,7,39,Town,0,0.0,Red,0.0,24,2,3246,86.0,Retired
10550-1,24.99,2.7766666666666664,0.072,0,8,9,Town,0,0.0,Red,0.0,8,2,3137,88.0,Retired
10552-1,19.99,0.49974999999999997,0.212,1,8,40,Town,0,0.0,Red,0.0,23,1,3425,92.0,Retired
10553-1,12.99,0.7641176470588236,0.1,1,8,17,Basic Set,0,0.0,Lime,0.0,12,1,3425,74.0,Retired
10554-1,14.99,0.9993333333333333,0.132,1,8,15,Basic Set,0,0.0,Dark Purple,0.0,9,1,3425,80.0,Retired
10558-1,19.99,0.6448387096774193,0.163,1,8,31,Duplo,1,0.0,Bright Green,0.0,20,2,3329,89.0,Retired
10559-1,15.99,1.066,0.143,1,8,15,Basic Set,0,0.0,Bright Green,0.0,11,1,3425,92.0,Retired
10560-1,15.99,1.23,0.0,0,8,13,Basic Set,0,0.0,Blue,0.0,12,1,3425,74.0,Retired
10561-1,19.99,0.5402702702702702,0.129,1,8,37,Basic Set,0,0.0,Red,0.0,15,1,3425,76.0,Retired
10566-1,29.99,0.5658490566037736,0.095,1,7,53,Duplo,1,0.0,Red,0.0,19,1,3425,84.0,Retired
10567-1,19.99,1.1105555555555555,0.062,0,7,18,Duplo,1,0.0,Lime,0.0,16,1,3425,88.0,Retired
10568-1,12.99,0.811875,0.125,1,7,16,Castle,0,0.0,Red,0.0,10,2,3189,68.0,Retired
10569-1,29.99,0.6519565217391304,0.166,1,7,46,Castle,0,0.0,Red,0.0,32,2,3272,91.0,Retired
10570-1,17.99,0.5996666666666666,0.188,1,7,30,Duplo,1,0.0,Bright Green,0.0,16,1,3425,97.0,Retired
10571-1,34.99,0.5383076923076924,0.084,1,7,65,Duplo,1,0.0,Lime,0.0,23,2,3357,72.0,Retired
10572-1,34.99,0.5383076923076924,0.036,0,7,65,Duplo,1,0.0,Red,0.0,22,2,3357,97.0,Retired
10573-1,14.99,0.5996,0.291,1,7,25,Duplo,1,0.0,Blue,0.0,18,1,3425,96.0,Retired
10574-1,14.99,0.6245833333333334,0.304,1,7,24,Duplo,1,0.0,Bright Light Yellow,0.0,14,1,3425,90.0,Retired
10576-1,8.99,0.9988888888888889,0.111,1,7,9,Town,0,0.0,Bright Green,0.0,9,2,3137,100.0,Retired
10577-1,69.99,0.5184444444444444,0.147,1,7,135,Castle,0,0.0,Blue,0.02,45,2,3269,90.0,Retired
10579-1,15.99,0.999375,0.157,1,7,16,Disney's Mickey Mouse,0,0.0,Red,0.0,11,1,3425,96.0,Retired
10580-1,59.99,0.6314736842105263,0.192,1,7,95,Duplo,1,0.0,Red,0.018867924528301886,35,2,3327,98.0,Retired
10581-1,12.99,0.9992307692307693,0.289,1,6,13,Duplo,1,0.0,Bright Green,0.0,10,2,3189,84.0,Retired
10582-1,24.99,0.6407692307692308,0.202,1,6,39,Duplo,1,0.0,Bright Green,0.0,25,2,3246,96.0,Retired
10584-1,69.99,0.6665714285714285,0.103,1,6,105,Duplo,1,0.0,Bright Green,0.0,43,2,3291,96.0,Retired
10585-1,12.99,0.9992307692307693,0.215,1,6,13,Duplo,1,0.0,Lime,0.0,10,2,2993,80.0,Retired
10586-1,14.99,1.3627272727272728,0.192,1,6,11,Duplo,1,0.0,White,0.0,9,2,2849,91.0,Retired
10587-1,24.99,0.48057692307692307,0.166,1,6,52,Town,0,0.0,White,0.0,31,2,3196,94.0,Retired
10589-1,14.99,1.153076923076923,0.072,0,6,13,Duplo,1,0.0,Flat Silver,0.0,11,2,3189,90.0,Retired
10590-1,24.99,0.8617241379310344,0.277,1,6,29,Town,0,0.0,Yellow,0.0,19,2,3055,87.0,Retired
10591-1,14.99,0.7889473684210526,0.112,1,6,19,Town,0,0.0,Red,0.1111111111111111,15,2,3281,89.0,Retired
10592-1,29.99,1.1534615384615383,0.283,1,6,26,Town,0,0.0,Red,0.043478260869565216,22,2,3312,92.0,Retired
10593-1,59.99,0.5713333333333334,0.314,1,6,105,Town,0,0.0,Red,0.023809523809523808,37,2,3302,98.0,Retired
10594-1,29.99,0.7892105263157895,0.19,1,6,38,Sofia the First,0,0.0,Lavender,0.0,18,2,3302,93.0,Retired
10595-1,49.99,0.5745977011494253,0.189,1,6,87,Sofia the First,0,0.0,White,0.027777777777777776,30,2,3281,89.0,Retired
10596-1,44.99,0.7141269841269842,0.324,1,6,63,Disney Princess,0,0.0,White,0.021739130434782608,32,2,3256,87.0,Retired
10597-1,29.99,1.2495833333333333,0.018,0,6,24,Disney's Mickey Mouse,0,0.0,Red,0.0,23,2,3209,96.0,Retired
10599-1,39.99,0.8508510638297873,0.239,1,6,47,DC Comics,0,0.0,Black,0.0,20,2,3071,89.0,Retired
10600-1,29.99,1.0341379310344827,0.156,1,6,29,Cars,0,0.0,Red,0.047619047619047616,18,1,3425,82.0,Retired
10601-1,19.99,1.0521052631578947,0.196,1,6,19,Town,0,0.0,Yellow,0.0,9,2,3209,93.0,Retired
10602-1,29.99,0.7892105263157895,0.249,1,6,38,Town,0,0.0,Light Bluish Gray,0.03333333333333333,25,2,3166,80.0,Retired
10603-1,14.99,0.881764705882353,0.127,1,6,17,Town,0,0.0,Yellow,0.0,14,2,3240,82.0,Retired
10604-1,19.99,0.7996,0.0,0,6,25,Jake and the Never Land Pirates,0,0.0,Dark Orange,0.0,18,2,3152,78.0,Retired
10605-1,24.99,1.561875,0.053,0,6,16,Doc McStuffins,0,0.0,White,0.06666666666666667,13,2,3252,83.0,Retired
10606-1,34.99,0.8971794871794873,0.29,1,6,39,Doc McStuffins,0,0.0,White,0.0,24,2,3147,87.0,Retired
10607-1,14.99,1.153076923076923,0.334,1,6,13,Spiderman,0,0.0,Red,0.0,12,2,3209,83.0,Retired
10608-1,29.99,1.0710714285714285,0.273,1,6,28,Spiderman,0,0.0,Blue,0.045454545454545456,21,2,3189,91.0,Retired
10615-1,14.99,1.2491666666666668,0.249,1,6,12,Town,0,0.0,Blue,0.0,12,2,2993,98.0,Retired
10616-1,19.99,0.7996,0.334,1,6,25,Duplo,1,0.0,Medium Azure,0.0,16,2,3189,95.0,Retired
10617-1,19.99,0.7688461538461537,0.184,1,6,26,Town,0,0.0,White,0.0,18,2,3152,98.0,Retired
10618-1,29.99,0.4284285714285714,0.141,1,6,70,Duplo,1,0.0,Yellow,0.0,24,2,3295,91.0,Retired
10622-1,80.99,0.4196373056994818,0.149,1,6,193,Duplo,1,0.0,Bright Green,0.0136986301369863,35,2,3354,86.0,Retired
10654-1,69.99,0.04374375,0.094,1,5,1600,Classic,1,0.0,Red,0.02631578947368421,61,13,621,84.0,Retired
10655-1,24.99,0.12685279187817258,0.207,1,8,197,Basic Set,0,1.0,Black,0.1262135922330097,66,22,567,84.0,Retired
10656-1,12.99,0.14761363636363636,0.095,1,8,88,Basic Set,0,1.0,Lime,0.058823529411764705,36,15,747,64.0,Retired
10657-1,19.99,0.13506756756756755,0.126,1,8,148,Basic Set,0,1.0,Black,0.11538461538461539,60,21,539,64.0,Retired
10659-1,29.99,0.19730263157894737,0.059,0,8,152,Basic Set,0,1.0,Red,0.07042253521126761,46,21,737,77.0,Retired
10660-1,29.99,0.19101910828025476,0.06,0,8,157,Basic Set,0,1.0,Bright Pink,0.1016949152542373,34,13,904,82.0,Retired
10661-1,12.99,0.14433333333333334,0.088,1,8,90,Basic Set,0,1.0,Black,0.20833333333333334,36,18,572,75.0,Retired
10663-1,59.99,0.09866776315789474,0.093,1,8,608,Basic Set,0,1.0,Black,0.09714285714285714,107,26,583,75.0,Retired
10664-1,59.99,0.03749375,0.077,0,8,1600,Creator,1,0.0,Red,0.02631578947368421,62,13,621,87.0,Retired
10665-1,12.99,0.2361818181818182,0.136,1,7,55,Marvel Super Heroes,0,1.0,Blue,0.06666666666666667,30,17,527,68.0,Retired
10666-1,12.99,0.1732,0.083,1,7,75,Juniors,1,1.0,Black,0.05128205128205128,36,15,574,77.0,Retired
10667-1,17.99,0.1124375,0.224,1,7,160,Juniors,1,1.0,Black,0.03571428571428571,57,20,653,90.0,Retired
10668-1,17.99,0.11993333333333332,0.133,1,7,150,Juniors,1,1.0,White,0.039473684210526314,57,20,656,78.0,Retired
10669-1,24.99,0.23355140186915888,0.156,1,7,107,Juniors,1,1.0,Black,0.04838709677419355,54,21,593,88.0,Retired
10671-1,24.99,0.20317073170731706,0.157,1,7,123,Juniors,1,1.0,Black,0.12345679012345678,68,22,654,68.0,Retired
10672-1,29.99,0.19993333333333332,0.088,1,7,150,DC Comics Super Heroes,0,0.7192982456140351,Black,0.0935672514619883,82,25,706,78.0,Retired
10673-1,34.99,0.09997142857142857,0.196,1,7,350,Juniors,1,1.0,Black,0.03875968992248062,73,23,662,92.0,Retired
10674-1,34.99,0.11434640522875818,0.242,1,7,306,Juniors,1,1.0,White,0.0,60,18,793,90.0,Retired
10675-1,29.99,0.20541095890410957,0.113,1,7,146,Juniors,1,1.0,White,0.12048192771084337,70,20,630,83.0,Retired
10676-1,59.99,0.12497916666666667,0.032,0,7,480,Juniors,1,1.0,Dark Bluish Gray,0.008695652173913044,76,29,759,92.0,Retired
10677-1,12.99,0.17554054054054055,0.073,0,6,74,Juniors,1,1.0,Red,0.04081632653061224,42,17,581,79.0,Retired
10679-1,12.99,0.22789473684210526,0.098,1,6,57,Juniors,1,1.0,Dark Bluish Gray,0.06060606060606061,30,17,685,80.0,Retired
10680-1,24.99,0.2524242424242424,0.202,1,6,99,Juniors,1,1.0,Light Bluish Gray,0.11538461538461539,47,18,743,85.0,Retired
1068-1,3.36,0.16799999999999998,0.113,1,22,20,Extreme Team,0,1.0,Black,0.08333333333333333,11,7,351,47.0,Retired
10682-1,69.99,0.06882005899705014,0.038,0,7,1017,Basic Set,0,0.0,Light Bluish Gray,0.021505376344086023,77,14,612,80.0,Retired
10683-1,24.99,0.1893181818181818,0.161,1,6,132,Juniors,1,1.0,Black,0.078125,58,19,633,82.0,Retired
10684-1,29.99,0.2238059701492537,0.118,1,6,134,Juniors,1,1.0,White,0.0967741935483871,65,19,803,93.0,Retired
10685-1,29.99,0.26539823008849556,0.157,1,6,113,Juniors,1,1.0,Black,0.14925373134328357,58,19,616,95.0,Retired
10686-1,39.99,0.17694690265486726,0.06,0,6,226,Juniors,1,1.0,White,0.0859375,91,19,740,85.0,Retired
10687-1,29.99,0.2189051094890511,0.097,1,6,137,Marvel Super Heroes,0,1.0,White,0.09411764705882353,76,24,603,81.0,Retired
1069-1,4.04,0.18363636363636363,0.112,1,22,22,Res-Q,0,1.0,Black,0.07142857142857142,12,7,303,62.0,Retired
10692-1,19.99,0.0904524886877828,0.0,0,6,221,Classic,1,0.0,White,0.031496062992125984,71,18,472,81.0,Retired
10693-1,24.99,0.08247524752475247,0.0,0,6,303,Classic,1,0.0,Red,0.05747126436781609,32,7,686,95.0,Retired
10694-1,24.99,0.08247524752475247,0.085,1,6,303,Classic,1,0.0,White,0.023809523809523808,34,7,722,87.0,Retired
10695-1,29.99,0.051706896551724134,0.354,1,6,580,Classic,1,0.0,White,0.07653061224489796,76,17,624,95.0,Retired
10696-1,34.99,0.07229338842975207,0.011,0,6,484,Classic,1,0.0,Black,0.04081632653061224,92,16,531,96.0,Retired
