set_num,Retail,Value,Growth,Annual growth,Available at,Not yet
41085-1,C$24.99,C$108.39,301.7%,18.9%,,
41086-1,C$12.99,C$28.34,110.1%,12.6%,,
41087-1,C$7.99,C$23.83,253.7%,16.1%,,
41088-1,C$7.99,C$16.81,149.5%,14.0%,,
41089-1,C$7.99,C$19.55,190.2%,16.5%,,
41090-1,C$12.99,C$22.37,65.9%,7.1%,,
4109-1,C$9.44,C$31.86,237.6%,7.0%,,
41091-1,C$17.99,C$33.75,66.8%,9.2%,,
41092-1,C$12.99,C$19.41,43.9%,6.7%,,
41093-1,C$39.99,C$65.83,62.6%,9.6%,,
41094-1,C$49.99,C$70.12,29.9%,5.1%,,
41095-1,C$89.99,C$209.44,121.7%,16.5%,,
41097-1,C$39.99,C$40.01,48.3%,6.8%,,
41098-1,C$12.99,C$14.77,9.5%,1.4%,,
41099-1,C$24.99,C$37.49,38.9%,7.7%,,
41-1,C$179.99,C$404.08,99.6%,15.1%,,
41100-1,C$39.99,C$98.94,144.4%,17.4%,,
4110-1,C$9.44,C$134.87,1329.2%,15.2%,,
41101-1,C$159.99,C$469.99,167.8%,23.2%,,
41102-1,C$39.99,C$49.94,23.3%,2.8%,,
41103-1,C$17.99,C$30.43,50.4%,9.6%,,
41104-1,C$39.99,C$125.69,210.4%,20.0%,,
41105-1,C$49.99,C$75.41,39.7%,7.7%,,
41106-1,C$69.99,C$176.92,118.5%,16.4%,,
41107-1,C$29.99,C$99.20,194.0%,19.7%,,
41108-1,C$49.99,C$105.25,94.9%,13.7%,,
41109-1,C$119.99,C$232.94,91.7%,13.4%,,
41110-1,C$24.99,C$34.48,27.8%,6.0%,,
4111-1,C$9.44,C$42.51,350.5%,5.2%,,
41111-1,C$12.99,C$16.43,21.8%,4.6%,,
41112-1,C$6.99,C$16.47,144.5%,16.5%,,
41113-1,C$6.99,C$10.60,57.3%,9.0%,,
41114-1,C$6.99,C$10.69,58.7%,9.1%,,
41115-1,C$12.99,C$26.87,99.2%,12.5%,,
41116-1,C$17.99,C$30.89,52.6%,8.6%,,
41117-1,C$24.99,C$41.04,52.1%,10.8%,,
41118-1,C$39.99,C$135.00,233.4%,27.0%,,
41119-1,C$49.99,C$80.03,48.2%,9.7%,,
41120-1,C$12.99,C$18.41,36.5%,8.4%,,
41121-1,C$39.99,C$46.29,14.3%,3.1%,,
41122-1,C$99.99,C$157.45,45.8%,6.8%,,
41123-1,C$12.99,C$23.75,76.1%,13.2%,,
41124-1,C$39.99,C$60.74,50.0%,10.8%,,
41125-1,C$49.99,C$94.07,74.2%,14.4%,,
41126-1,C$74.99,C$138.54,71.1%,14.3%,,
41127-1,C$17.99,C$26.30,30.0%,9.1%,,
41128-1,C$24.99,C$47.24,75.0%,11.8%,,
41129-1,C$40.49,C$52.64,30.0%,4.9%,,
41130-1,C$134.99,C$260.54,93.0%,15.5%,,
4113-1,C$12.14,C$63.41,422.5%,9.1%,,
41131-1,C$39.99,C$44.13,9.0%,2.2%,,
41132-1,C$39.99,C$53.95,33.2%,7.6%,,
41133-1,C$49.99,C$80.54,32.6%,8.5%,,
41134-1,C$99.99,C$164.40,52.2%,9.1%,,
41135-1,C$59.99,C$337.93,400.7%,27.9%,,
41140-1,C$12.99,C$18.90,40.1%,7.2%,,
41141-1,C$12.99,C$27.89,106.8%,14.4%,,
41142-1,C$24.99,C$69.51,157.6%,21.3%,,
41143-1,C$7.99,C$9.53,17.9%,6.6%,,
41144-1,C$12.99,C$15.57,15.4%,5.4%,,
41145-1,C$39.99,C$94.81,134.2%,32.4%,,
41146-1,C$49.99,C$79.87,47.9%,12.9%,,
41147-1,C$24.99,C$39.92,47.9%,11.3%,,
41148-1,C$99.99,C$115.79,7.2%,2.0%,,
41149-1,C$29.99,C$49.36,46.3%,8.7%,,
41150-1,C$49.99,C$80.99,50.0%,13.9%,,
4115-1,C$10.79,C$35.10,225.4%,7.4%,,
41151-1,C$17.99,C$17.67,,,,
41152-1,C$49.99,C$132.25,145.0%,33.4%,,
41153-1,C$64.99,C$82.46,22.2%,24.8%,,
41154-1,C$89.99,C$175.96,86.2%,33.4%,,
41155-1,C$24.99,~C$26.99,,,,
41156-1,C$24.99,C$38.58,43.0%,17.2%,,
41157-1,C$49.99,C$55.58,3.0%,3.7%,,
41158-1,C$13.99,C$14.80,9.7%,10.1%,,
41159-1,C$24.99,C$33.98,25.9%,14.1%,,
41160-1,C$34.99,C$47.24,40.0%,16.7%,,
4116-1,C$13.49,C$37.41,177.4%,5.5%,,
41161-1,C$39.99,C$67.49,66.7%,28.1%,,
41162-1,C$49.99,C$89.06,65.0%,34.4%,,
41163-1,C$13.99,C$14.28,5.9%,6.1%,,
41164-1,C$69.99,,,,retail,
41165-1,C$24.99,,,,retail,
41166-1,C$39.99,,,,retail,
41167-1,C$99.99,,,,retail,
41168-1,C$49.99,,,,retail,
41169-1,C$19.99,,,,retail,
4117-1,C$20.24,C$164.15,711.1%,11.0%,,
41171-1,C$12.99,C$56.01,315.3%,25.0%,,
41172-1,C$24.99,C$148.50,450.3%,34.4%,,
41173-1,C$24.99,C$121.43,350.0%,26.4%,,
41174-1,C$39.99,C$182.48,350.7%,26.5%,,
4117463-1,C$29.69,C$196.14,560.7%,8.6%,,
41175-1,C$49.99,C$134.22,148.6%,23.2%,,
41176-1,C$74.99,C$297.59,267.5%,20.8%,,
41177-1,C$39.99,C$102.33,152.8%,18.5%,,
41178-1,C$64.99,C$383.98,469.0%,28.9%,,
41179-1,C$89.99,C$427.83,352.8%,34.4%,,
41180-1,C$129.99,C$331.65,145.7%,22.1%,,
4118-1,C$40.49,C$52.80,30.4%,1.4%,,
41181-1,C$12.99,C$31.98,137.1%,21.5%,,
41182-1,C$24.99,C$29.61,9.7%,2.2%,,
41183-1,C$39.99,C$80.47,98.8%,29.5%,,
41184-1,C$44.99,C$80.95,49.9%,8.7%,,
41185-1,C$74.99,C$128.25,58.4%,12.2%,,
41186-1,C$24.99,C$32.16,19.2%,7.8%,,
41187-1,C$64.99,C$182.24,170.0%,32.4%,,
41188-1,C$89.99,C$116.11,22.9%,6.4%,,
41190-1,C$18.99,C$28.85,42.6%,16.5%,,
4119-1,C$20.24,C$42.19,108.5%,3.9%,,
41191-1,C$24.99,C$59.47,120.4%,33.4%,,
41192-1,C$39.99,C$110.16,172.1%,33.4%,,
41193-1,C$49.99,C$173.33,221.1%,33.4%,,
41194-1,C$79.99,C$230.85,185.0%,33.4%,,
41195-1,C$64.99,C$159.84,136.8%,33.4%,,
41196-1,C$99.99,C$202.45,87.5%,23.8%,,
4120-1,C$26.99,C$124.21,360.3%,7.9%,,
4121-1,C$26.99,C$347.50,1187.7%,12.6%,,
4122-1,C$26.99,C$40.12,48.7%,2.0%,,
41230-1,C$34.99,C$38.34,13.6%,3.1%,,
41231-1,C$39.99,~C$40.49,,,,
41232-1,C$109.99,C$108.34,0.3%,1.2%,,
41233-1,C$17.99,~C$20.24,,,,
41234-1,C$17.99,C$27.55,36.2%,6.2%,,
41235-1,C$24.99,C$55.80,106.8%,18.4%,,
41236-1,C$24.99,C$39.37,45.9%,7.8%,,
41237-1,C$54.99,C$66.47,9.4%,2.6%,,
41238-1,C$74.99,C$87.64,8.2%,3.4%,,
41239-1,C$129.99,C$146.11,8.2%,3.5%,,
4124-1,C$20.24,C$85.77,323.8%,7.9%,,
41250-1,C$24.99,,,,retail,
41251-1,C$24.99,,,,retail,
41252-1,C$39.99,,,,retail,
41253-1,C$39.99,,,,retail,
41254-1,C$49.99,,,,retail,
41255-1,C$69.99,,,,retail,
41256-1,C$49.99,,,,retail,
41258-1,C$69.99,,,,retail,
4128-1,C$33.74,C$110.59,227.8%,5.3%,,
41287-1,C$24.99,C$25.38,,,,
41288-1,C$39.99,~C$40.49,,,,
41300-1,C$24.99,C$41.03,52.0%,13.1%,,
4130-1,C$2.69,C$13.46,401.0%,9.8%,,
41301-1,C$17.99,C$35.83,77.1%,12.5%,,
41302-1,C$6.99,C$14.38,113.4%,18.8%,,
41303-1,C$6.99,C$9.87,46.5%,8.0%,,
41304-1,C$6.99,C$8.01,18.8%,6.9%,,
41305-1,C$12.99,C$18.40,36.4%,7.9%,,
41306-1,C$12.99,C$17.85,32.3%,6.0%,,
41307-1,C$12.99,C$24.88,84.5%,13.6%,,
41308-1,C$12.99,C$27.23,101.9%,18.0%,,
41309-1,C$12.99,C$18.40,36.4%,9.2%,,
41310-1,C$24.99,C$35.60,31.9%,6.4%,,
4131-1,C$5.39,C$40.10,644.4%,4.9%,,
41311-1,C$29.99,C$61.94,53.0%,14.2%,,
41312-1,C$44.99,C$59.43,10.1%,3.1%,,
41313-1,C$59.99,C$107.84,59.8%,21.8%,,
41314-1,C$89.99,C$195.21,106.6%,33.3%,,
41315-1,C$24.99,C$34.40,27.5%,29.6%,,
41316-1,C$39.99,C$44.60,10.2%,4.6%,,
41317-1,C$89.99,C$113.39,20.0%,9.2%,,
41318-1,C$109.99,C$297.27,120.2%,32.4%,,
41319-1,C$29.99,C$43.48,28.9%,6.7%,,
41320-1,C$49.99,C$65.21,20.8%,10.6%,,
4132-1,,C$42.04,,,,
41321-1,C$17.99,C$30.58,51.1%,9.6%,,
41322-1,C$39.99,C$52.92,30.7%,10.4%,,
41323-1,C$49.99,C$72.44,34.2%,12.0%,,
41324-1,C$74.99,C$117.45,45.0%,12.6%,,
41325-1,C$49.99,C$116.56,115.9%,28.4%,,
41326-1,C$39.99,C$50.23,24.1%,5.9%,,
41327-1,C$12.99,C$29.24,116.8%,27.3%,,
41328-1,C$12.99,C$19.93,47.7%,15.4%,,
41329-1,C$18.99,C$29.61,46.3%,16.2%,,
41330-1,C$18.99,C$26.55,31.2%,12.3%,,
4133-1,C$22.28,C$87.95,294.8%,5.7%,,
41332-1,C$24.99,C$33.75,25.1%,12.4%,,
41333-1,C$24.99,C$45.72,69.4%,31.0%,,
41334-1,C$29.99,C$40.61,20.4%,4.6%,,
41335-1,C$39.99,,,,retail,
41336-1,C$39.99,C$57.85,29.9%,14.4%,,
41337-1,C$39.99,,,,retail,
41338-1,C$49.99,C$67.99,11.9%,5.5%,,
41339-1,C$69.99,C$145.68,96.2%,30.2%,,
41340-1,C$89.99,C$202.49,114.3%,28.7%,,
4134-1,C$26.99,C$56.58,109.7%,3.0%,,
41341-1,C$12.99,C$22.94,70.1%,25.3%,,
41342-1,C$18.99,C$53.99,166.8%,33.4%,,
41343-1,C$39.99,C$47.90,18.3%,6.3%,,
41344-1,C$39.99,C$45.85,13.2%,13.9%,,
41345-1,C$79.99,C$182.14,124.9%,33.4%,,
41346-1,C$64.99,~C$67.49,,,,
41347-1,C$129.99,C$227.57,68.6%,23.8%,,
41348-1,C$24.99,C$27.00,0.1%,1.5%,,
41349-1,C$39.99,C$48.36,19.4%,11.2%,,
41350-1,C$39.99,C$66.33,63.8%,22.6%,,
4135-1,C$13.49,~C$13.49,,,,
41351-1,C$49.99,~C$53.99,,,,
41352-1,C$79.99,C$83.66,3.3%,3.1%,,
41353-1,C$39.99,~C$40.49,,,,
41354-1,C$9.99,C$14.90,38.2%,26.9%,,
41355-1,C$9.99,C$13.38,24.0%,16.7%,,
41356-1,C$9.99,C$12.66,17.4%,12.0%,,
41357-1,C$9.99,C$12.27,13.8%,9.8%,,
41358-1,C$9.99,C$13.43,24.5%,17.0%,,
41359-1,C$24.99,C$28.61,6.0%,6.3%,,
41360-1,C$13.99,,,,retail,
41361-1,C$24.99,C$30.79,14.1%,6.3%,,
41362-1,C$39.99,C$43.38,7.1%,12.2%,,
41363-1,C$19.99,C$20.84,3.0%,3.1%,,
41364-1,C$24.99,C$30.47,12.9%,14.6%,,
41365-1,C$34.99,C$61.26,51.3%,31.6%,,
41366-1,C$39.99,C$53.58,13.4%,6.3%,,
41367-1,C$49.99,C$73.33,35.8%,6.3%,,
41368-1,C$69.99,~C$67.49,,,,
41369-1,C$89.99,C$110.12,16.5%,6.3%,,
4137-1,C$20.24,C$33.35,64.8%,2.2%,,
41371-1,C$39.99,,,,retail,
41372-1,C$39.99,C$46.32,14.4%,6.3%,,
41373-1,C$49.99,,,,retail,
41374-1,C$69.99,,,,retail,
41375-1,C$149.99,,,,retail,
41376-1,C$24.99,~C$26.99,,,,
41378-1,C$49.99,,,,retail,
41379-1,C$79.99,,,,retail,
41380-1,C$79.99,,,,retail,
41381-1,C$109.99,,,,retail,
41382-1,C$39.99,C$47.51,17.3%,15.8%,,
41383-1,C$13.99,C$15.53,15.1%,12.5%,,
41384-1,C$9.99,C$12.24,13.5%,14.5%,,
41385-1,C$9.99,C$17.94,66.3%,29.4%,,
41386-1,C$9.99,C$12.78,18.5%,19.5%,,
41387-1,C$9.99,C$11.07,2.6%,2.9%,,
41388-1,C$9.99,C$13.22,22.5%,23.7%,,
41389-1,C$13.99,~C$13.49,,,,
41390-1,C$24.99,,,,retail,
4139-1,C$31.04,C$63.06,103.2%,3.1%,,
41391-1,C$24.99,,,,retail,
41392-1,C$39.99,,,,retail,
41393-1,C$49.99,,,,retail,
41394-1,C$69.99,,,,retail,
41395-1,C$99.99,,,,retail,
41396-1,C$13.99,,,,retail,
41397-1,C$24.99,C$27.00,0.1%,,,
41398-1,C$49.99,,,,retail,
41400-1,C$13.99,C$16.09,19.3%,26.2%,,
41401-1,C$13.99,C$25.69,90.5%,33.3%,,
41402-1,C$13.99,C$20.24,50.1%,27.0%,,
41403-1,C$13.99,C$20.24,50.1%,26.5%,,
41404-1,C$13.99,C$20.07,48.8%,25.4%,,
41405-1,C$13.99,,,,retail,
41406-1,C$13.99,,,,retail,
41407-1,C$13.99,,,,retail,
41408-1,C$13.99,,,,retail,
41409-1,C$13.99,,,,retail,
41410-1,C$13.99,,,,retail,
41411-1,C$13.99,,,,retail,
41412-1,C$13.99,,,,retail,
41413-1,C$13.99,,,,retail,
41414-1,C$13.99,,,,retail,
41420-1,C$39.99,,,,retail,
4142-1,C$10.79,C$43.39,302.3%,5.5%,,
41421-1,C$24.99,,,,retail,
41422-1,C$39.99,,,,retail,
41423-1,C$49.99,,,,retail,
41424-1,C$119.99,,,,retail,
41425-1,C$13.99,,,,retail,
41426-1,C$24.99,,,,retail,
41427-1,C$39.99,,,,retail,
41428-1,C$69.99,,,,retail,
41429-1,C$99.99,,,,retail,
414-3,C$0.68,,,,,
41430-1,C$139.99,,,,retail,
4143-1,,C$49.53,,,,
41431-1,C$49.99,,,,retail,
41432-1,C$79.99,,,,retail,
41433-1,C$109.99,,,,retail,
41434-1,C$13.99,,,,retail,
41435-1,C$13.99,,,,retail,
41436-1,C$13.99,,,,retail,
41437-1,C$13.99,,,,retail,
41438-1,C$17.54,,,,retail,
41439-1,C$13.99,,,,retail,
414-4,C$0.68,,,,,
4144-1,C$29.69,C$55.96,88.5%,2.6%,,
41443-1,C$19.99,,,,retail,
41444-1,C$39.99,,,,retail,
41447-1,C$49.99,,,,retail,
41448-1,C$69.99,,,,retail,
41449-1,C$89.99,,,,retail,
414-5,C$0.68,,,,,
4145-1,,C$121.43,,,,
41451-1,C$12.99,C$13.81,2.4%,1.0%,,
41452-1,C$12.99,C$13.50,0.1%,4.6%,,
41453-1,C$24.99,C$29.69,10.0%,5.2%,,
41454-1,C$39.99,~C$40.49,,,,
41455-1,C$49.99,C$60.74,12.5%,6.8%,,
41456-1,C$49.99,C$67.49,25.0%,10.0%,,
414-6,C$0.68,,,,,
4146-1,C$44.54,C$61.07,37.1%,1.3%,,
4147-1,C$20.93,C$56.40,169.5%,4.2%,,
41485-1,C$12.99,C$26.87,99.2%,14.6%,,
41486-1,C$12.99,C$48.47,259.4%,33.4%,,
41487-1,C$12.99,C$53.99,300.3%,33.4%,,
41488-1,C$12.99,C$30.51,126.2%,18.7%,,
41489-1,C$26.99,C$34.60,28.2%,7.8%,,
41490-1,C$53.99,C$964.83,1687.2%,32.4%,,
41491-1,C$53.99,"C$1,029.25",1806.5%,32.4%,,
41492-1,C$53.99,C$871.29,1513.9%,32.4%,,
41493-1,C$53.99,"C$1,025.18",1798.9%,32.4%,,
41496-1,C$53.99,C$394.88,631.4%,33.4%,,
41497-1,C$53.99,"C$1,044.72",1835.2%,33.4%,,
41498-1,C$53.99,C$536.04,892.9%,33.4%,,
41500-1,C$5.99,C$60.75,801.8%,21.3%,,
4150-1,C$4.71,C$13.54,187.4%,2.5%,,
41501-1,C$5.99,C$17.74,163.3%,9.5%,,
41502-1,C$5.99,C$21.48,218.8%,12.4%,,
41503-1,C$5.99,C$20.93,210.6%,13.4%,,
41504-1,C$5.99,C$35.07,420.6%,14.6%,,
41505-1,C$5.99,C$27.78,312.4%,14.9%,,
41506-1,C$5.99,C$48.64,622.0%,15.6%,,
41507-1,C$5.99,C$48.79,624.2%,19.2%,,
41508-1,C$5.99,C$47.67,607.6%,14.0%,,
41509-1,C$5.99,C$19.55,190.2%,11.9%,,
415-1,C$0.68,C$24.25,3492.0%,5.5%,,
41510-1,C$5.99,C$13.95,107.0%,10.5%,,
4151-1,C$17.54,C$69.93,298.8%,5.7%,,
41511-1,C$5.99,C$27.63,310.2%,17.1%,,
41512-1,C$5.99,C$16.62,146.7%,10.8%,,
41513-1,C$5.99,C$18.95,181.4%,12.2%,,
41514-1,C$5.99,C$31.20,363.1%,17.6%,,
41515-1,C$5.99,C$20.93,210.6%,14.8%,,
41516-1,C$5.99,C$30.52,353.1%,16.7%,,
41517-1,C$5.99,C$16.20,140.5%,11.7%,,
41518-1,C$5.99,C$9.46,40.5%,6.5%,,
4151847-1,C$20.24,,,,,
4151848-1,C$20.24,,,,,
4151849-1,C$20.24,,,,,
41519-1,C$5.99,C$15.07,123.6%,11.5%,,
41520-1,C$5.99,C$10.80,60.3%,6.9%,,
4152-1,C$26.99,C$68.22,152.8%,3.8%,,
41521-1,C$5.99,C$13.50,100.4%,8.7%,,
41522-1,C$5.99,C$26.84,298.4%,19.1%,,
41523-1,C$5.99,C$16.09,138.9%,11.2%,,
41524-1,C$5.99,C$16.20,140.5%,11.1%,,
41525-1,C$5.99,C$12.84,90.6%,7.8%,,
41526-1,C$5.99,C$13.50,100.4%,8.5%,,
41527-1,C$5.99,C$10.30,52.9%,5.1%,,
41528-1,C$5.99,C$10.27,52.5%,4.4%,,
41529-1,C$5.99,C$8.98,33.3%,4.8%,,
41530-1,C$5.99,C$15.34,127.7%,12.5%,,
4153-1,C$51.29,,,,,
41531-1,C$5.99,C$13.49,100.2%,10.3%,,
41532-1,C$5.99,C$13.70,103.4%,10.8%,,
41533-1,C$5.99,C$21.25,215.4%,15.8%,,
41534-1,C$5.99,C$17.70,162.7%,14.9%,,
41535-1,C$5.99,C$14.43,114.2%,9.8%,,
41536-1,C$5.99,C$13.31,97.6%,9.8%,,
41537-1,C$5.99,C$13.38,98.6%,8.9%,,
41538-1,C$5.99,C$11.52,70.9%,6.8%,,
41539-1,C$5.99,C$18.91,180.8%,14.5%,,
41540-1,C$5.99,C$13.47,100.0%,11.5%,,
41541-1,C$5.99,C$17.36,157.7%,13.8%,,
41542-1,C$5.99,C$13.93,106.8%,10.8%,,
41543-1,C$5.99,C$13.27,97.0%,11.1%,,
41544-1,C$5.99,C$12.97,92.6%,10.0%,,
41545-1,C$5.99,C$10.85,61.1%,8.0%,,
41546-1,C$5.99,C$8.28,22.8%,4.0%,,
41547-1,C$5.99,C$13.37,98.4%,11.4%,,
41548-1,C$5.99,C$14.86,120.6%,11.7%,,
41549-1,C$5.99,C$12.64,87.6%,9.9%,,
41550-1,C$5.99,C$17.96,166.5%,14.6%,,
41551-1,C$5.99,C$12.07,79.2%,10.2%,,
41552-1,C$5.99,C$19.86,194.8%,17.6%,,
41553-1,C$5.99,C$11.50,70.7%,9.5%,,
41554-1,C$5.99,C$10.57,56.9%,6.9%,,
41555-1,C$5.99,C$10.48,55.5%,10.2%,,
41556-1,C$5.99,C$11.92,77.0%,8.8%,,
41557-1,C$5.99,C$11.27,67.3%,9.4%,,
41558-1,C$5.99,C$10.76,59.7%,7.6%,,
41559-1,C$5.99,C$12.16,80.6%,9.6%,,
41560-1,C$5.99,C$10.71,58.9%,6.5%,,
41561-1,C$5.99,C$14.53,115.6%,13.6%,,
41562-1,C$5.99,C$9.88,46.7%,5.8%,,
41563-1,C$5.99,C$14.73,118.6%,21.3%,,
41564-1,C$5.99,C$13.57,101.4%,11.8%,,
41565-1,C$5.99,C$17.15,154.5%,16.8%,,
41566-1,C$5.99,C$24.18,258.9%,21.7%,,
41567-1,C$5.99,C$20.79,208.6%,19.5%,,
41568-1,C$5.99,C$18.75,178.4%,19.2%,,
41569-1,C$5.99,C$18.32,171.9%,17.5%,,
41570-1,C$5.99,C$13.43,99.4%,12.9%,,
4157-1,C$2.03,C$11.96,490.7%,8.0%,,
41571-1,C$5.99,C$13.69,103.2%,14.2%,,
41572-1,C$5.99,C$13.73,103.8%,14.4%,,
41573-1,C$5.99,C$23.15,243.7%,22.4%,,
41574-1,C$5.99,C$15.48,129.9%,15.8%,,
41575-1,C$5.99,C$22.95,240.7%,21.9%,,
41576-1,C$5.99,C$24.42,262.5%,23.3%,,
41577-1,C$5.99,C$16.70,147.9%,17.4%,,
41578-1,C$5.99,C$25.84,283.6%,24.2%,,
41579-1,C$5.99,C$22.94,240.5%,21.1%,,
41580-1,C$5.99,C$15.89,135.9%,16.6%,,
4158-1,C$8.09,,,,,
41585-1,C$12.99,C$53.99,300.3%,32.4%,,
41586-1,C$12.99,C$16.19,20.0%,3.8%,,
41587-1,C$12.99,C$20.25,50.2%,9.2%,,
41588-1,C$12.99,C$26.49,96.4%,17.6%,,
41589-1,C$12.99,C$63.36,369.8%,32.4%,,
41590-1,C$12.99,C$36.49,170.6%,24.6%,,
41591-1,C$12.99,C$13.50,0.1%,,,
41592-1,C$12.99,C$31.23,131.5%,21.4%,,
41593-1,C$12.99,C$35.52,163.4%,25.0%,,
41594-1,C$12.99,~C$13.49,,,,
41595-1,C$12.99,C$33.74,150.2%,22.0%,,
41596-1,C$12.99,C$15.57,15.4%,3.0%,,
41597-1,C$39.99,C$80.99,100.0%,27.8%,,
41598-1,C$12.99,C$23.36,73.2%,21.5%,,
41599-1,C$12.99,C$23.07,71.1%,19.7%,,
41600-1,C$12.99,C$17.73,31.4%,9.7%,,
41601-1,C$12.99,C$17.20,27.5%,9.4%,,
41602-1,C$12.99,C$13.50,0.1%,2.7%,,
41603-1,C$12.99,C$17.29,28.2%,8.4%,,
41604-1,C$12.99,C$44.51,230.0%,33.4%,,
41605-1,C$12.99,C$35.64,164.3%,33.4%,,
41606-1,C$12.99,C$24.31,80.3%,18.1%,,
41607-1,C$12.99,C$18.20,34.9%,6.8%,,
41608-1,C$12.99,C$16.19,20.0%,4.9%,,
41609-1,C$12.99,C$33.90,151.4%,33.4%,,
416-1,C$0.68,,,,,
41610-1,C$24.99,C$74.06,174.4%,25.2%,,
4161-1,C$26.99,C$107.95,300.0%,5.7%,,
41611-1,C$24.99,C$54.00,100.1%,21.4%,,
41612-1,C$24.99,C$82.96,207.4%,29.8%,,
41613-1,C$24.99,C$45.12,67.2%,14.1%,,
41614-1,C$24.99,C$38.33,42.0%,12.6%,,
41615-1,C$17.99,C$76.63,278.7%,34.3%,,
41616-1,C$12.99,C$60.91,351.7%,33.4%,,
41617-1,C$12.99,C$23.75,76.1%,23.1%,,
41618-1,C$17.99,C$39.08,93.1%,26.0%,,
41619-1,C$12.99,C$43.44,222.1%,32.6%,,
41620-1,C$12.99,C$39.68,194.2%,33.4%,,
4162-1,C$33.74,C$65.30,93.6%,3.9%,,
41621-1,C$24.99,C$78.57,191.1%,33.4%,,
41622-1,C$24.99,C$64.80,140.1%,21.7%,,
41623-1,C$24.99,C$70.23,160.2%,26.8%,,
41624-1,C$12.99,C$66.34,391.9%,33.4%,,
41625-1,C$12.99,C$80.23,494.9%,33.4%,,
41626-1,C$17.99,C$80.49,297.7%,33.4%,,
41627-1,C$17.99,C$57.93,186.3%,31.0%,,
41628-1,C$12.99,C$19.41,43.9%,13.8%,,
41629-1,C$12.99,C$53.11,293.8%,33.4%,,
41630-1,C$24.99,C$81.26,201.1%,33.4%,,
4163-1,C$60.74,C$89.83,47.9%,10.5%,,
41631-1,C$24.99,C$53.99,100.1%,29.2%,,
41632-1,C$24.99,C$62.17,130.4%,29.5%,,
41634-1,C$20.24,C$130.56,545.2%,36.2%,,
41635-1,C$20.24,C$87.68,333.3%,35.3%,,
41636-1,C$13.49,C$131.63,876.0%,36.2%,,
41637-1,C$13.49,C$72.87,440.3%,33.1%,,
4164-1,C$13.49,C$60.32,347.2%,5.7%,,
4165-1,C$22.94,C$158.29,590.1%,11.5%,,
4166-1,C$26.99,C$160.74,495.6%,6.1%,,
41662-1,C$13.49,,,,,released
41663-1,C$13.49,,,,retail,
41664-1,C$13.49,,,,retail,
41665-1,C$13.49,,,,retail,
41666-1,C$13.49,,,,retail,
4167-1,C$53.99,C$143.99,166.7%,12.3%,,
4168037-1,,,,,,
4169-1,,C$74.63,,,,
41691-1,C$24.99,,,,retail,
41692-1,C$24.99,,,,retail,
4171-1,C$4.04,C$14.45,257.9%,5.7%,,
4172-1,C$5.39,C$25.79,378.7%,4.2%,,
417-3,C$0.68,C$24.25,3492.0%,5.5%,,
4173-1,C$9.44,C$13.50,43.1%,1.9%,,
417-4,C$0.68,,,,,
4174-1,C$20.24,C$48.48,139.6%,4.7%,,
4175-1,C$26.99,C$73.13,171.0%,4.8%,,
4176-1,C$33.74,C$66.02,95.7%,6.0%,,
4177-1,C$40.49,C$632.39,1462.0%,15.6%,,
41775-0,C$5.39,C$7.11,32.1%,11.4%,,
41775-1,C$5.39,C$7.88,46.4%,15.9%,,
41775-10,C$5.39,C$7.47,38.6%,10.9%,,
41775-11,C$5.39,C$6.44,19.5%,7.2%,,
41775-12,C$5.39,C$6.75,25.3%,7.0%,,
41775-13,C$64.64,C$53.45,,,,
41775-14,C$323.19,C$386.11,19.5%,6.7%,,
41775-2,C$5.39,C$7.87,46.1%,9.8%,,
41775-3,C$5.39,C$7.84,45.6%,9.5%,,
41775-4,C$5.39,C$4.71,,,,
41775-5,C$3.99,C$5.93,10.0%,2.9%,,
41775-6,C$5.39,C$4.71,,,,
41775-7,C$5.39,C$6.75,25.3%,5.9%,,
41775-8,C$5.39,C$6.71,24.6%,5.1%,,
41775-9,C$5.39,C$7.99,48.4%,11.0%,,
4178-1,C$32.39,C$117.83,263.8%,6.7%,,
4179-1,C$13.49,C$48.29,258.1%,7.3%,,
4180-1,C$12.14,,,,,
4181-1,C$24.99,C$145.62,439.6%,15.5%,,
418-2,C$0.68,C$24.25,3492.0%,5.5%,,
4182-1,C$39.99,C$93.15,130.1%,9.0%,,
418-3,C$0.68,C$46.33,6764.0%,6.8%,,
4183-1,C$49.99,C$154.94,187.0%,11.1%,,
4184-1,C$129.99,"C$1,112.40",724.1%,18.3%,,
4186875-1,C$26.99,C$46.44,72.1%,4.6%,,
4186876-1,C$33.74,C$270.04,700.4%,7.2%,,
4189224-1,,C$65.04,,9.8%,,
41900-1,C$6.99,,,,retail,
41901-1,C$6.99,,,,retail,
41902-1,C$6.99,,,,retail,
41903-1,C$6.99,,,,retail,
41904-1,C$19.99,,,,retail,
41905-1,C$19.99,,,,retail,
41906-1,C$24.99,,,,retail,
41907-1,C$24.99,,,,retail,
41908-1,C$4.99,,,,retail,
41909-1,C$8.09,,,,retail,
41910-1,C$8.09,,,,retail,
4191-1,C$14.99,C$56.09,246.5%,12.8%,,
41911-1,C$6.99,,,,retail,
41912-1,C$6.99,,,,retail,
41913-1,C$29.99,,,,retail,
41914-1,C$24.99,,,,retail,
41915-1,C$24.99,,,,retail,
41916-1,C$4.99,,,,retail,
41917-1,C$6.99,,,,retail,
41918-1,C$8.09,,,,retail,
